ivmeX,ivmeY,ivmeZ,tmp,GyroX,GyroY,GyroZ,A0,A1,A2,ivmeX2,ivmeY2,ivmeZ2,tmp2,GyroX2,GyroY2,GyroZ2,A02,A12,A22
280,-8768,13164,29.24,-580,127,-435,0,778,916,-3176,5396,14572,28.29,-300,21,67,919,723,790
324,-8892,13044,29.24,-697,-835,-1267,0,730,910,-3168,5084,14692,28.20,698,-126,410,916,712,782
1256,-9092,13564,29.33,-1924,-1501,-2059,0,671,908,-3104,5964,14576,28.25,1790,-410,726,894,701,784
1508,-9696,13824,29.38,-14749,-769,1188,0,470,879,-2828,6420,14764,28.25,758,489,220,813,647,777
872,-13636,7496,29.19,-1304,-4095,-2211,0,318,560,-200,9844,16684,28.20,3269,8908,-1525,370,534,740
136,-9852,6328,29.33,4275,-508,80,0,245,411,-5120,7056,12028,28.29,-942,-3432,3386,355,344,130
3276,-11240,13516,29.19,14514,2947,-3580,0,218,624,-4248,4924,11712,28.29,-3834,2018,-8610,343,314,52
2412,-9024,13420,29.24,-628,3617,1495,0,678,769,-3900,8300,15836,28.39,-2461,-4274,2037,635,494,354
1456,-8636,13124,29.33,953,544,423,0,731,812,-3372,5328,14352,28.29,-2398,-459,75,832,592,636
736,-8196,13568,29.24,141,-446,-217,0,784,864,-3008,5476,14588,28.25,415,-310,-414,886,633,678
1584,-8776,13024,29.19,-686,905,136,0,810,890,-3292,5252,14636,28.25,3,-462,-626,912,702,708
1344,-8816,12916,29.28,-237,1271,183,0,811,890,-3236,5804,14576,28.34,159,-169,-81,923,724,734
332,-8452,13240,29.28,-715,-286,-638,0,802,869,-3420,5460,14552,28.29,157,-47,150,927,750,743
660,-8688,12852,29.24,-177,-409,-1103,0,787,842,-3180,5504,14704,28.34,-47,-197,310,927,751,750
1060,-8676,13736,29.24,-2553,-1983,-1910,0,692,807,-3020,5388,14616,28.39,841,-118,537,922,735,746
3564,-12556,12140,29.28,-11917,-4018,759,1,429,682,-2852,6716,14876,28.25,-203,-59,528,888,699,725
3116,-10460,7384,29.24,-786,-3149,-1905,0,309,407,-2928,7436,15832,28.20,3359,5444,-1111,473,609,714
1960,-7100,9548,29.33,2441,2207,2785,0,237,348,-7248,7244,12000,28.20,-654,1403,1169,358,362,200
3528,-9692,14308,29.19,9472,1684,-3258,0,368,606,-5340,4412,9240,28.29,-2888,-2374,-1839,351,355,52
992,-9164,12184,29.19,570,3320,1767,0,574,799,-6252,4200,14600,28.29,-2462,-8109,2989,315,391,317
1064,-8980,12824,29.33,350,1016,1044,0,679,848,-4752,6412,14008,28.29,-2344,-248,-346,809,545,589
608,-8808,13208,29.33,349,-237,485,0,714,881,-3292,5072,14756,28.29,824,-216,-290,890,580,674
764,-9040,12860,29.28,-356,75,269,0,754,908,-3668,4384,14772,28.25,1066,-64,-909,918,627,714
960,-9120,12992,29.33,-451,640,87,0,760,912,-2900,5768,14864,28.20,796,-513,-141,925,668,719
304,-7876,12832,29.28,-403,-472,-971,0,762,906,-3216,6004,14476,28.20,345,164,353,929,694,727
692,-9008,13004,29.24,-657,-232,-1013,0,748,896,-3228,5792,14628,28.25,-218,-87,526,931,708,735
1020,-8908,13260,29.33,-777,-1500,-1918,0,705,895,-3112,5824,14564,28.29,480,-242,485,929,695,730
560,-8764,14592,29.28,-8418,-786,-410,0,551,873,-3528,6516,14580,28.20,78,-142,518,898,638,714
1764,-13248,8996,29.33,-6514,-2754,753,0,455,584,-2848,4452,15164,28.20,2096,2593,-873,716,539,643
-780,-9832,5828,29.28,682,774,1139,0,296,402,-6284,7220,13728,28.20,2485,4179,328,366,415,281
1424,-11712,13044,29.33,11525,2455,-3918,0,240,716,-4272,4968,10272,28.29,-191,-457,700,348,379,53
1400,-9136,13564,29.24,2941,2230,1108,0,453,849,-6020,3676,15536,28.29,-4207,-7909,1853,335,397,209
712,-8892,13052,29.33,649,889,1051,0,626,888,-4256,5680,14312,28.25,-1344,228,-1216,808,589,558
784,-9360,13140,29.24,492,111,472,0,688,910,-3156,4844,14868,28.25,-789,-567,-398,882,662,670
