ivmeX,ivmeY,ivmeZ,tmp,GyroX,GyroY,GyroZ,A0,A1,A2,ivmeX2,ivmeY2,ivmeZ2,tmp2,GyroX2,GyroY2,GyroZ2,A02,A12,A22
-6412,-10796,9772,26.98,-1251,384,792,0,702,902,4048,-180,17732,25.42,-16028,-20377,11838,312,427,412
-8288,-11420,13076,27.07,-17168,2639,-11789,0,350,893,-2696,7196,14784,25.38,-1167,1364,-1123,819,773,696
-1016,-12164,-340,26.98,10,-3991,-2819,0,263,561,-568,5100,15416,25.38,1456,-2352,71,893,832,751
-220,-4408,592,27.07,5981,5820,5840,0,275,420,-24,5764,14976,25.47,-2766,5519,-789,887,846,760
-8556,-15008,10520,27.02,14420,-2849,-275,0,451,828,-780,3860,15940,25.52,-2145,705,-542,834,826,752
-6724,-11960,8616,26.98,3278,-2336,-2181,0,695,930,1544,3520,18708,25.38,20131,26326,-4499,366,605,652
-4636,-11396,10316,27.02,-830,1307,1512,0,766,956,-3604,7008,7408,25.47,-5743,-5159,3156,322,359,114
-5432,-11148,9676,26.88,-2044,947,2271,1,707,951,-6368,27580,32767,25.47,-14451,-19287,-8422,285,321,480
-8408,-10828,11132,26.93,-4956,398,-1523,0,609,939,-6096,6320,15988,25.42,816,550,318,772,466,789
-4000,-16452,3764,27.12,-26265,-2134,-10486,0,445,882,48,7164,16004,25.47,4111,-3862,155,876,596,843
2124,-8824,-544,26.93,4949,-998,-2156,0,268,511,-224,6072,14780,25.47,-3452,6645,-2378,860,617,844
-15084,-32768,23340,26.93,22100,3814,10439,0,290,412,-956,3044,16016,25.47,-1323,677,-343,779,572,842
-3420,-8272,15792,27.02,2270,-2009,2678,0,672,823,-1592,3660,18316,25.42,14665,17805,-2008,320,480,771
-5832,-10520,10688,26.98,2016,-2403,-1915,0,784,905,-2392,8780,7204,25.47,-679,-1772,8482,314,374,64
-4204,-11140,10908,26.93,-2091,1863,2386,0,812,942,-5132,4884,7296,25.42,-6913,4284,-7196,274,295,31
-6192,-10644,9544,26.98,-896,983,1094,0,802,917,-2820,7984,17588,25.52,-4472,-8916,2765,756,756,520
-8444,-11172,14848,26.98,-22542,2425,-8538,0,483,868,-148,4320,15740,25.52,4177,-3767,383,918,831,728
2224,-10840,3196,27.07,-4616,-6594,-1548,0,317,529,968,7104,15688,25.52,-2157,4693,-1761,925,868,749
-932,-7104,2720,27.02,6976,5527,9427,0,326,370,-164,5452,15756,25.42,-3367,3026,-587,875,848,689
-11064,-20668,7304,27.02,16741,-5018,-3157,0,556,816,-900,3708,18284,25.47,15915,17231,-3164,396,627,390
-3844,-12332,8972,27.07,3485,-3102,-3354,0,789,932,-2932,4616,7660,25.42,1280,-5101,8775,338,372,83
-3996,-11352,10912,27.02,-1115,836,1548,0,821,953,552,5652,2324,25.57,-1303,11437,-8445,340,364,39
-4852,-10952,9740,27.07,-1825,1030,1932,0,788,956,-4816,6900,19600,25.47,-1203,-7130,2765,783,688,619
-8680,-11300,14100,27.02,-10968,271,-5192,0,480,947,-628,6800,14404,25.52,3000,-2416,668,914,813,803
-1660,-19580,-1356,27.07,-5128,-5053,-6563,0,383,683,448,6712,15452,25.47,-1115,3495,-2004,909,839,828
292,-6548,2124,27.02,7674,1438,3147,0,279,474,-468,3992,15432,25.47,1582,397,-496,795,818,817
-13400,-5332,13828,27.02,15618,2588,5067,0,264,748,-420,9100,15116,25.38,4375,852,-2043,399,689,666
