ivmeX,ivmeY,ivmeZ,tmp,GyroX,GyroY,GyroZ,A0,A1,A2,ivmeX2,ivmeY2,ivmeZ2,tmp2,GyroX2,GyroY2,GyroZ2,A02,A12,A22
12544,8724,24772,29.28,32767,15138,-9258,0,281,979,-14208,1748,-16,28.34,2257,3451,-1618,300,390,662
-2464,15138,-9258,29.28,-2464,15138,-9258,0,446,998,-716,6116,16296,28.34,-3509,-32768,9680,260,786,598
-1240,-14928,3576,29.28,-23961,-6335,10473,0,324,989,-5728,18108,13676,28.29,841,1676,94,702,890,779
-2464,-6335,10473,29.28,-2464,-6335,10473,0,228,664,-13556,6516,9612,28.25,-3348,27557,-592,308,584,433
11496,-8668,18980,29.14,9895,-7798,-13945,0,568,988,2716,2108,-14884,28.34,1943,-1486,3644,307,306,52
6564,-11148,16532,29.28,-25478,7504,16790,0,517,991,4964,2920,32767,28.34,14592,-4949,5084,752,859,553
-2464,7504,16790,29.28,-2464,7504,16790,0,397,688,2404,11128,19688,28.39,-11844,14200,-4662,506,872,751
-2464,7504,16790,29.28,-2464,7504,16790,0,328,877,-22048,5208,9744,28.25,-918,897,5321,317,434,213
-2464,7504,16790,29.28,-2464,7504,16790,0,518,968,-32768,32767,30244,28.44,15066,-32768,3225,325,336,485
-2464,7504,16790,29.28,-2464,7504,16790,0,368,886,-13856,9324,14432,28.39,15371,5703,-1865,648,814,785
-2464,7504,16790,29.28,-2464,7504,16790,0,313,626,-3668,13004,20620,28.34,1379,32767,-14733,297,593,776
-2464,7504,16790,29.28,-2464,7504,16790,0,680,891,-5636,-4876,-2616,28.34,-2465,-11881,-1174,300,359,155
-2464,7504,16790,29.28,-2464,7504,16790,0,523,938,8136,784,12040,28.25,-10882,-32768,5097,246,814,200
-2464,7504,16790,29.28,-2464,7504,16790,0,421,599,-13388,15012,9048,28.29,10013,306,5461,691,919,623
-2464,7504,16790,29.28,-2464,7504,16790,0,455,960,-4488,12820,20548,28.29,-10935,32767,-16248,297,833,632
-2464,7504,16790,29.28,-2464,7504,16790,0,866,993,-7056,-672,-6228,28.29,470,-640,12950,326,360,50
-2412,-17284,12300,29.24,-14923,-5694,8907,0,502,933,-6456,-2484,19676,28.34,-20753,-32768,18781,256,769,172
-2480,-5694,8907,29.24,-2480,-5694,8907,0,407,698,-13208,13964,5968,28.29,5543,11550,3410,310,918,754
-2480,-5694,8907,29.24,-2480,-5694,8907,0,830,991,-2496,4336,18164,28.34,-2615,32767,-10040,319,841,590
5820,-10640,12040,29.19,-21201,3696,5900,0,482,977,-2272,3420,-4236,28.20,-1175,-10518,-8114,245,328,54
